case,tag,arm,total_tokens,relaxed_only_tokens,hesitation_total,hesitation_relaxed_only,wait_total,hmm_total,lets_total,actually_total,but_total,wait_relaxed_only,hmm_relaxed_only,lets_relaxed_only,actually_relaxed_only,but_relaxed_only
case_031,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),462,57,2,0,0,0,1,0,1,0,0,0,0,0
case_031,specCascOpt0p05,spec_casc_opt (α=0.05),550,28,4,0,1,0,0,0,3,0,0,0,0,0
case_031,specCascTok0p3,spec_casc_tok (α=0.3),494,9,3,0,0,0,0,0,3,0,0,0,0,0
case_031,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),477,9,4,0,0,0,1,0,3,0,0,0,0,0
case_031,strict,strict,416,0,5,0,0,0,0,0,5,0,0,0,0,0
case_032,cactus0p25,cactus (α=0.25),421,47,3,0,0,0,1,0,2,0,0,0,0,0
case_032,mentoredDec0p37,mentored_dec (α=0.37),470,7,1,0,0,0,1,0,0,0,0,0,0,0
case_032,rFuzzy0p3,r_fuzzy (α=0.3),888,124,6,0,0,0,3,0,3,0,0,0,0,0
case_032,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),888,124,6,0,0,0,3,0,3,0,0,0,0,0
case_032,specCascOpt0p05,spec_casc_opt (α=0.05),747,67,0,0,0,0,0,0,0,0,0,0,0,0
case_032,specCascTok0p3,spec_casc_tok (α=0.3),348,3,1,0,0,0,0,0,1,0,0,0,0,0
case_032,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),348,3,1,0,0,0,0,0,1,0,0,0,0,0
case_032,strict,strict,430,0,3,0,0,0,2,0,1,0,0,0,0,0
case_033,cactus0p25,cactus (α=0.25),5646,1092,113,22,13,2,16,15,67,1,1,2,5,13
case_033,mentoredDec0p37,mentored_dec (α=0.37),2759,169,39,5,6,0,9,4,20,0,0,1,0,4
case_033,rFuzzy0p3,r_fuzzy (α=0.3),5736,1139,100,27,7,0,18,8,67,2,0,5,4,16
case_033,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),3802,774,44,0,5,1,6,5,27,0,0,0,0,0
case_033,specCascOpt0p05,spec_casc_opt (α=0.05),6015,736,95,8,20,0,17,10,48,1,0,4,1,2
case_033,specCascTok0p3,spec_casc_tok (α=0.3),1756,40,13,1,1,0,2,0,10,0,0,0,0,1
case_033,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),2252,46,15,0,1,0,2,4,8,0,0,0,0,0
case_033,strict,strict,4426,0,65,0,6,2,11,7,39,0,0,0,0,0
case_034,cactus0p25,cactus (α=0.25),1740,279,31,9,3,0,7,5,16,1,0,2,3,3
case_034,mentoredDec0p37,mentored_dec (α=0.37),805,33,5,0,0,0,2,0,3,0,0,0,0,0
case_034,rFuzzy0p3,r_fuzzy (α=0.3),1513,188,25,3,5,0,5,2,13,0,0,1,0,2
case_034,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1620,199,26,0,5,0,5,3,13,0,0,0,0,0
case_034,specCascOpt0p05,spec_casc_opt (α=0.05),875,98,6,1,2,0,1,1,2,1,0,0,0,0
case_034,specCascTok0p3,spec_casc_tok (α=0.3),721,22,4,0,0,0,1,0,3,0,0,0,0,0
case_034,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),721,22,4,0,0,0,1,0,3,0,0,0,0,0
case_034,strict,strict,872,0,9,0,1,0,3,0,5,0,0,0,0,0
case_035,cactus0p25,cactus (α=0.25),386,52,2,0,0,0,0,0,2,0,0,0,0,0
case_035,mentoredDec0p37,mentored_dec (α=0.37),309,17,0,0,0,0,0,0,0,0,0,0,0,0
case_035,rFuzzy0p3,r_fuzzy (α=0.3),342,38,4,1,1,0,2,0,1,1,0,0,0,0
case_035,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),268,35,3,0,0,0,2,0,1,0,0,0,0,0
case_035,specCascOpt0p05,spec_casc_opt (α=0.05),291,37,3,2,0,0,1,0,2,0,0,1,0,1
case_035,specCascTok0p3,spec_casc_tok (α=0.3),314,5,2,0,0,0,0,0,2,0,0,0,0,0
case_035,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),314,5,2,0,0,0,0,0,2,0,0,0,0,0
case_035,strict,strict,202,0,1,0,0,0,0,0,1,0,0,0,0,0
case_036,cactus0p25,cactus (α=0.25),663,108,9,1,0,0,3,1,5,0,0,0,0,1
case_036,mentoredDec0p37,mentored_dec (α=0.37),446,18,9,2,0,0,2,0,7,0,0,0,0,2
case_036,rFuzzy0p3,r_fuzzy (α=0.3),709,91,6,1,0,0,1,0,5,0,0,0,0,1
case_036,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),665,103,3,0,0,0,1,0,2,0,0,0,0,0
case_036,specCascOpt0p05,spec_casc_opt (α=0.05),419,36,5,0,0,0,2,0,3,0,0,0,0,0
case_036,specCascTok0p3,spec_casc_tok (α=0.3),357,8,1,0,0,0,0,0,1,0,0,0,0,0
case_036,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),270,4,2,0,0,0,1,0,1,0,0,0,0,0
case_036,strict,strict,322,0,7,0,0,0,3,0,4,0,0,0,0,0
case_037,cactus0p25,cactus (α=0.25),1940,352,37,9,2,0,9,1,25,1,0,2,0,6
case_037,mentoredDec0p37,mentored_dec (α=0.37),1207,73,21,4,1,0,5,0,15,0,0,1,0,3
case_037,rFuzzy0p3,r_fuzzy (α=0.3),2522,428,59,19,12,0,14,9,24,4,0,2,4,9
case_037,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1799,288,19,0,8,0,5,1,5,0,0,0,0,0
case_037,specCascOpt0p05,spec_casc_opt (α=0.05),1566,137,25,1,5,0,6,6,8,0,0,1,0,0
case_037,specCascTok0p3,spec_casc_tok (α=0.3),1385,30,12,0,3,0,3,0,6,0,0,0,0,0
case_037,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),2182,63,32,0,5,0,6,1,20,0,0,0,0,0
case_037,strict,strict,1026,0,18,0,2,0,3,4,9,0,0,0,0,0
case_038,cactus0p25,cactus (α=0.25),1560,238,23,5,1,0,5,0,17,0,0,1,0,4
case_038,mentoredDec0p37,mentored_dec (α=0.37),754,43,7,1,0,0,3,0,4,0,0,0,0,1
case_038,rFuzzy0p3,r_fuzzy (α=0.3),1514,271,32,6,5,0,4,2,21,1,0,1,0,4
case_038,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1536,228,24,0,3,0,3,7,11,0,0,0,0,0
case_038,specCascOpt0p05,spec_casc_opt (α=0.05),813,83,7,0,1,0,1,0,5,0,0,0,0,0
case_038,specCascTok0p3,spec_casc_tok (α=0.3),543,6,4,0,0,0,1,0,3,0,0,0,0,0
case_038,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),842,20,11,0,0,0,2,0,9,0,0,0,0,0
case_038,strict,strict,867,0,6,0,1,0,1,1,3,0,0,0,0,0
case_039,cactus0p25,cactus (α=0.25),1821,326,34,9,6,0,7,4,17,3,0,1,2,3
case_039,mentoredDec0p37,mentored_dec (α=0.37),915,47,14,5,1,0,4,0,9,1,0,1,0,3
case_039,rFuzzy0p3,r_fuzzy (α=0.3),899,136,9,1,0,0,1,2,6,0,0,0,0,1
case_039,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),775,124,6,0,0,1,1,3,1,0,0,0,0,0
case_039,specCascOpt0p05,spec_casc_opt (α=0.05),746,100,7,3,1,0,2,1,3,1,0,1,0,1
case_039,specCascTok0p3,spec_casc_tok (α=0.3),530,14,3,0,0,0,2,1,0,0,0,0,0,0
case_039,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),530,14,3,0,0,0,2,1,0,0,0,0,0,0
case_039,strict,strict,727,0,11,0,2,0,2,1,6,0,0,0,0,0
case_040,cactus0p25,cactus (α=0.25),2278,307,33,8,1,0,14,1,17,0,0,1,0,7
case_040,mentoredDec0p37,mentored_dec (α=0.37),2419,118,39,1,4,0,13,2,20,0,0,0,0,1
case_040,rFuzzy0p3,r_fuzzy (α=0.3),2473,394,40,10,5,0,9,3,23,1,0,1,0,8
case_040,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1846,297,21,0,2,0,5,3,11,0,0,0,0,0
case_040,specCascOpt0p05,spec_casc_opt (α=0.05),1200,104,13,0,2,0,4,2,5,0,0,0,0,0
case_040,specCascTok0p3,spec_casc_tok (α=0.3),1024,15,15,0,0,0,4,1,10,0,0,0,0,0
case_040,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),1000,20,10,0,0,0,3,1,6,0,0,0,0,0
case_040,strict,strict,1212,0,8,0,1,0,3,0,4,0,0,0,0,0
case_041,cactus0p25,cactus (α=0.25),1256,188,19,6,2,0,3,0,14,0,0,0,0,6
case_041,mentoredDec0p37,mentored_dec (α=0.37),950,57,12,0,0,0,2,2,8,0,0,0,0,0
case_041,rFuzzy0p3,r_fuzzy (α=0.3),993,181,9,4,1,0,3,1,4,0,0,1,0,3
case_041,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),889,165,7,0,1,0,2,1,3,0,0,0,0,0
case_041,specCascOpt0p05,spec_casc_opt (α=0.05),1748,197,38,4,3,0,3,0,32,0,0,0,0,4
case_041,specCascTok0p3,spec_casc_tok (α=0.3),980,25,14,1,1,0,6,1,6,1,0,0,0,0
case_041,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),1348,22,13,0,1,0,5,1,6,0,0,0,0,0
case_041,strict,strict,1178,0,20,0,1,0,3,1,15,0,0,0,0,0
case_042,cactus0p25,cactus (α=0.25),2000,480,48,11,5,0,8,4,31,0,0,3,0,8
case_042,mentoredDec0p37,mentored_dec (α=0.37),1290,91,24,0,1,0,5,0,18,0,0,0,0,0
case_042,rFuzzy0p3,r_fuzzy (α=0.3),1571,332,33,6,6,1,7,2,17,1,0,0,1,4
case_042,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1412,294,27,0,1,0,5,4,17,0,0,0,0,0
case_042,specCascOpt0p05,spec_casc_opt (α=0.05),1759,249,36,6,3,1,2,2,28,0,1,0,1,4
case_042,specCascTok0p3,spec_casc_tok (α=0.3),1580,54,46,4,3,1,5,2,35,0,0,0,1,3
case_042,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),1271,36,26,0,2,0,3,0,21,0,0,0,0,0
case_042,strict,strict,1374,0,28,0,3,0,8,1,16,0,0,0,0,0
case_043,cactus0p25,cactus (α=0.25),342,34,2,1,0,0,0,0,2,0,0,0,0,1
case_043,mentoredDec0p37,mentored_dec (α=0.37),462,25,4,1,0,0,0,0,4,0,0,0,0,1
case_043,rFuzzy0p3,r_fuzzy (α=0.3),305,37,0,0,0,0,0,0,0,0,0,0,0,0
case_043,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),305,37,0,0,0,0,0,0,0,0,0,0,0,0
case_043,specCascOpt0p05,spec_casc_opt (α=0.05),419,49,9,2,0,0,3,0,6,0,0,0,0,2
case_043,specCascTok0p3,spec_casc_tok (α=0.3),433,3,4,0,0,0,1,0,3,0,0,0,0,0
case_043,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),433,3,4,0,0,0,1,0,3,0,0,0,0,0
case_043,strict,strict,239,0,2,0,0,0,0,0,2,0,0,0,0,0
case_044,cactus0p25,cactus (α=0.25),992,133,18,5,3,0,2,1,12,0,0,1,1,3
case_044,mentoredDec0p37,mentored_dec (α=0.37),515,33,11,0,0,0,2,0,9,0,0,0,0,0
case_044,rFuzzy0p3,r_fuzzy (α=0.3),711,110,13,3,1,0,2,0,10,0,0,0,0,3
case_044,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),813,141,10,0,1,0,2,1,6,0,0,0,0,0
case_044,specCascOpt0p05,spec_casc_opt (α=0.05),691,86,14,4,1,0,3,2,8,0,0,0,1,3
case_044,specCascTok0p3,spec_casc_tok (α=0.3),653,7,6,0,0,0,2,0,4,0,0,0,0,0
case_044,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),1053,21,7,0,1,0,3,0,3,0,0,0,0,0
case_044,strict,strict,549,0,3,0,0,0,1,0,2,0,0,0,0,0
case_045,cactus0p25,cactus (α=0.25),685,100,7,2,1,0,1,1,4,0,0,0,0,2
case_045,mentoredDec0p37,mentored_dec (α=0.37),904,27,9,0,0,0,1,0,8,0,0,0,0,0
case_045,rFuzzy0p3,r_fuzzy (α=0.3),1111,167,13,1,3,0,4,2,4,1,0,0,0,0
case_045,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),771,103,3,0,1,0,1,0,1,0,0,0,0,0
case_045,specCascOpt0p05,spec_casc_opt (α=0.05),807,97,16,2,0,0,7,2,7,0,0,1,0,1
case_045,specCascTok0p3,spec_casc_tok (α=0.3),653,9,8,0,0,0,0,1,7,0,0,0,0,0
case_045,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),683,18,11,0,0,0,3,1,7,0,0,0,0,0
case_045,strict,strict,873,0,8,0,0,0,2,0,6,0,0,0,0,0
case_046,cactus0p25,cactus (α=0.25),361,45,0,0,0,0,0,0,0,0,0,0,0,0
case_046,mentoredDec0p37,mentored_dec (α=0.37),529,17,7,0,0,0,1,0,6,0,0,0,0,0
case_046,rFuzzy0p3,r_fuzzy (α=0.3),507,70,6,5,1,0,1,2,2,1,0,1,1,2
case_046,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),218,39,0,0,0,0,0,0,0,0,0,0,0,0
case_046,specCascOpt0p05,spec_casc_opt (α=0.05),379,34,5,1,0,0,0,0,5,0,0,0,0,1
case_046,specCascTok0p3,spec_casc_tok (α=0.3),217,2,1,0,0,0,1,0,0,0,0,0,0,0
case_046,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),217,2,1,0,0,0,1,0,0,0,0,0,0,0
case_046,strict,strict,533,0,4,0,0,0,2,0,2,0,0,0,0,0
case_047,cactus0p25,cactus (α=0.25),2192,245,19,3,4,0,8,1,6,0,0,0,1,2
case_047,mentoredDec0p37,mentored_dec (α=0.37),738,26,5,1,0,0,3,0,2,0,0,1,0,0
case_047,rFuzzy0p3,r_fuzzy (α=0.3),1310,154,23,3,12,0,3,1,7,0,0,1,0,2
case_047,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),6249,825,101,0,40,0,26,12,23,0,0,0,0,0
case_047,specCascOpt0p05,spec_casc_opt (α=0.05),1446,128,10,2,4,0,2,2,2,1,0,1,0,0
case_047,specCascTok0p3,spec_casc_tok (α=0.3),914,20,6,0,0,0,5,0,1,0,0,0,0,0
case_047,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),914,20,6,0,0,0,5,0,1,0,0,0,0,0
case_047,strict,strict,728,0,6,0,0,0,2,0,4,0,0,0,0,0
case_048,cactus0p25,cactus (α=0.25),3058,536,81,12,8,0,23,14,36,1,0,3,0,8
case_048,mentoredDec0p37,mentored_dec (α=0.37),2398,144,62,7,6,0,14,5,37,0,0,1,0,6
case_048,rFuzzy0p3,r_fuzzy (α=0.3),4072,771,139,37,27,5,45,13,49,6,3,7,3,18
case_048,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),4915,918,132,0,28,1,29,25,49,0,0,0,0,0
case_048,specCascOpt0p05,spec_casc_opt (α=0.05),1727,203,34,4,1,0,6,2,25,0,0,0,1,3
case_048,specCascTok0p3,spec_casc_tok (α=0.3),5240,157,152,6,6,0,29,4,113,0,0,0,0,6
case_048,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),2071,68,41,0,6,0,11,3,21,0,0,0,0,0
case_048,strict,strict,2965,0,49,0,7,0,8,5,29,0,0,0,0,0
case_049,cactus0p25,cactus (α=0.25),297,45,4,2,0,0,2,0,2,0,0,2,0,0
case_049,mentoredDec0p37,mentored_dec (α=0.37),331,11,4,0,0,0,1,0,3,0,0,0,0,0
case_049,rFuzzy0p3,r_fuzzy (α=0.3),646,82,8,2,0,0,2,0,6,0,0,0,0,2
case_049,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),444,64,6,0,0,0,0,0,6,0,0,0,0,0
case_049,specCascOpt0p05,spec_casc_opt (α=0.05),427,34,5,1,0,0,1,0,4,0,0,0,0,1
case_049,specCascTok0p3,spec_casc_tok (α=0.3),292,5,3,0,0,0,1,0,2,0,0,0,0,0
case_049,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),472,9,6,0,0,0,2,0,4,0,0,0,0,0
case_049,strict,strict,316,0,1,0,0,0,0,0,1,0,0,0,0,0
case_050,cactus0p25,cactus (α=0.25),1249,249,23,4,0,1,5,1,16,0,1,2,0,1
case_050,mentoredDec0p37,mentored_dec (α=0.37),607,37,7,3,0,0,1,0,6,0,0,0,0,3
case_050,rFuzzy0p3,r_fuzzy (α=0.3),920,145,7,1,0,0,1,0,6,0,0,0,0,1
case_050,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),928,127,11,0,0,0,3,4,4,0,0,0,0,0
case_050,specCascOpt0p05,spec_casc_opt (α=0.05),759,62,11,0,0,0,2,0,9,0,0,0,0,0
case_050,specCascTok0p3,spec_casc_tok (α=0.3),506,6,3,0,0,0,0,0,3,0,0,0,0,0
case_050,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),506,6,3,0,0,0,0,0,3,0,0,0,0,0
case_050,strict,strict,755,0,8,0,0,0,0,0,8,0,0,0,0,0
case_051,cactus0p25,cactus (α=0.25),1065,165,14,3,2,0,6,1,5,0,0,2,0,1
case_051,mentoredDec0p37,mentored_dec (α=0.37),448,23,3,0,0,0,0,0,3,0,0,0,0,0
case_051,rFuzzy0p3,r_fuzzy (α=0.3),703,113,14,2,0,0,3,2,9,0,0,0,0,2
case_051,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),797,123,9,0,1,0,2,2,4,0,0,0,0,0
case_051,specCascOpt0p05,spec_casc_opt (α=0.05),332,33,5,2,0,0,1,0,4,0,0,0,0,2
case_051,specCascTok0p3,spec_casc_tok (α=0.3),946,23,19,0,2,0,3,1,13,0,0,0,0,0
case_051,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),946,23,19,0,2,0,3,1,13,0,0,0,0,0
case_051,strict,strict,423,0,4,0,0,0,1,0,3,0,0,0,0,0
case_052,cactus0p25,cactus (α=0.25),952,170,15,3,0,0,3,0,12,0,0,0,0,3
case_052,mentoredDec0p37,mentored_dec (α=0.37),382,18,2,0,0,0,1,0,1,0,0,0,0,0
case_052,rFuzzy0p3,r_fuzzy (α=0.3),888,160,15,5,3,0,6,0,6,0,0,2,0,3
case_052,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1459,231,20,0,6,0,5,0,9,0,0,0,0,0
case_052,specCascOpt0p05,spec_casc_opt (α=0.05),761,93,9,2,1,0,2,0,6,1,0,0,0,1
case_052,specCascTok0p3,spec_casc_tok (α=0.3),427,8,2,0,0,0,1,0,1,0,0,0,0,0
case_052,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),427,8,2,0,0,0,1,0,1,0,0,0,0,0
case_052,strict,strict,559,0,6,0,0,0,1,1,4,0,0,0,0,0
case_053,cactus0p25,cactus (α=0.25),301,37,1,0,0,0,0,0,1,0,0,0,0,0
case_053,mentoredDec0p37,mentored_dec (α=0.37),577,34,4,0,0,0,1,0,3,0,0,0,0,0
case_053,rFuzzy0p3,r_fuzzy (α=0.3),424,47,1,0,0,0,1,0,0,0,0,0,0,0
case_053,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),424,47,1,0,0,0,1,0,0,0,0,0,0,0
case_053,specCascOpt0p05,spec_casc_opt (α=0.05),444,32,3,0,0,0,2,0,1,0,0,0,0,0
case_053,specCascTok0p3,spec_casc_tok (α=0.3),349,7,0,0,0,0,0,0,0,0,0,0,0,0
case_053,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),387,7,1,0,0,0,1,0,0,0,0,0,0,0
case_053,strict,strict,340,0,1,0,0,0,0,0,1,0,0,0,0,0
case_054,cactus0p25,cactus (α=0.25),306,40,6,1,0,0,3,1,2,0,0,1,0,0
case_054,mentoredDec0p37,mentored_dec (α=0.37),117,6,0,0,0,0,0,0,0,0,0,0,0,0
case_054,rFuzzy0p3,r_fuzzy (α=0.3),224,31,3,0,0,0,1,0,2,0,0,0,0,0
case_054,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),224,31,3,0,0,0,1,0,2,0,0,0,0,0
case_054,specCascOpt0p05,spec_casc_opt (α=0.05),221,10,1,0,0,0,1,0,0,0,0,0,0,0
case_054,specCascTok0p3,spec_casc_tok (α=0.3),290,7,5,1,0,0,1,0,4,0,0,0,0,1
case_054,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),221,8,4,0,0,0,2,0,2,0,0,0,0,0
case_054,strict,strict,355,0,5,0,0,0,0,0,5,0,0,0,0,0
case_055,cactus0p25,cactus (α=0.25),2654,391,56,14,11,1,13,10,21,4,1,2,3,4
case_055,mentoredDec0p37,mentored_dec (α=0.37),2012,118,43,4,10,0,17,3,13,2,0,1,0,1
case_055,rFuzzy0p3,r_fuzzy (α=0.3),1309,211,21,3,3,0,7,4,7,0,0,0,1,2
case_055,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1862,296,30,0,7,0,13,4,6,0,0,0,0,0
case_055,specCascOpt0p05,spec_casc_opt (α=0.05),5365,339,71,12,14,1,21,7,28,4,0,2,1,5
case_055,specCascTok0p3,spec_casc_tok (α=0.3),871,32,12,1,2,0,6,1,3,0,0,0,0,1
case_055,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),878,24,15,0,2,0,7,1,5,0,0,0,0,0
case_055,strict,strict,940,0,10,0,0,0,7,0,3,0,0,0,0,0
case_056,cactus0p25,cactus (α=0.25),1120,152,12,3,0,0,5,1,6,0,0,1,0,2
case_056,mentoredDec0p37,mentored_dec (α=0.37),497,22,4,1,0,0,3,0,1,0,0,0,0,1
case_056,rFuzzy0p3,r_fuzzy (α=0.3),1460,224,28,6,6,0,8,2,12,2,0,1,0,3
case_056,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),865,105,9,0,1,0,4,2,2,0,0,0,0,0
case_056,specCascOpt0p05,spec_casc_opt (α=0.05),437,38,3,1,1,0,0,0,2,0,0,0,0,1
case_056,specCascTok0p3,spec_casc_tok (α=0.3),673,19,5,0,1,0,1,0,3,0,0,0,0,0
case_056,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),434,5,3,0,0,0,1,0,2,0,0,0,0,0
case_056,strict,strict,567,0,3,0,0,0,2,0,1,0,0,0,0,0
case_057,cactus0p25,cactus (α=0.25),492,60,0,0,0,0,0,0,0,0,0,0,0,0
case_057,mentoredDec0p37,mentored_dec (α=0.37),497,21,7,2,0,0,2,0,5,0,0,0,0,2
case_057,rFuzzy0p3,r_fuzzy (α=0.3),606,77,10,1,1,0,1,1,7,0,0,0,1,0
case_057,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),1184,228,17,0,9,0,1,2,5,0,0,0,0,0
case_057,specCascOpt0p05,spec_casc_opt (α=0.05),527,45,2,0,1,0,0,1,0,0,0,0,0,0
case_057,specCascTok0p3,spec_casc_tok (α=0.3),405,7,4,0,0,0,0,0,4,0,0,0,0,0
case_057,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),405,7,4,0,0,0,0,0,4,0,0,0,0,0
case_057,strict,strict,414,0,4,0,0,0,0,0,4,0,0,0,0,0
case_058,cactus0p25,cactus (α=0.25),952,142,12,3,0,0,4,1,7,0,0,2,0,1
case_058,mentoredDec0p37,mentored_dec (α=0.37),1471,48,14,1,0,0,5,2,7,0,0,0,0,1
case_058,rFuzzy0p3,r_fuzzy (α=0.3),970,144,7,0,1,0,2,1,3,0,0,0,0,0
case_058,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),970,144,7,0,1,0,2,1,3,0,0,0,0,0
case_058,specCascOpt0p05,spec_casc_opt (α=0.05),1127,102,15,2,1,0,3,3,8,0,0,0,1,1
case_058,specCascTok0p3,spec_casc_tok (α=0.3),453,10,2,0,0,0,2,0,0,0,0,0,0,0
case_058,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),453,10,2,0,0,0,2,0,0,0,0,0,0,0
case_058,strict,strict,546,0,7,0,0,0,3,0,4,0,0,0,0,0
case_059,cactus0p25,cactus (α=0.25),1190,204,23,6,0,0,3,1,19,0,0,0,0,6
case_059,mentoredDec0p37,mentored_dec (α=0.37),421,15,2,0,0,0,1,0,1,0,0,0,0,0
case_059,rFuzzy0p3,r_fuzzy (α=0.3),518,66,2,1,0,0,0,0,2,0,0,0,0,1
case_059,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),798,115,5,0,0,0,1,0,4,0,0,0,0,0
case_059,specCascOpt0p05,spec_casc_opt (α=0.05),980,92,14,2,1,0,2,0,11,0,0,0,0,2
case_059,specCascTok0p3,spec_casc_tok (α=0.3),668,12,4,0,0,0,1,0,3,0,0,0,0,0
case_059,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),668,12,4,0,0,0,1,0,3,0,0,0,0,0
case_059,strict,strict,347,0,3,0,0,0,1,0,2,0,0,0,0,0
case_060,cactus0p25,cactus (α=0.25),527,87,7,4,0,0,2,1,4,0,0,1,1,2
case_060,mentoredDec0p37,mentored_dec (α=0.37),675,38,4,1,1,0,1,1,1,0,0,0,0,1
case_060,rFuzzy0p3,r_fuzzy (α=0.3),1406,170,14,3,0,0,3,0,11,0,0,1,0,2
case_060,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),700,115,6,0,1,0,1,0,4,0,0,0,0,0
case_060,specCascOpt0p05,spec_casc_opt (α=0.05),616,56,11,0,1,0,3,1,6,0,0,0,0,0
case_060,specCascTok0p3,spec_casc_tok (α=0.3),2273,70,35,4,2,0,5,4,24,0,0,1,1,2
case_060,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),520,6,5,0,0,0,2,0,3,0,0,0,0,0
case_060,strict,strict,3386,0,58,0,5,0,7,6,40,0,0,0,0,0
case_061,cactus0p25,cactus (α=0.25),446,44,6,1,0,0,2,0,4,0,0,0,0,1
case_061,mentoredDec0p37,mentored_dec (α=0.37),432,14,3,0,0,0,1,0,2,0,0,0,0,0
case_061,rFuzzy0p3,r_fuzzy (α=0.3),523,68,6,1,0,0,1,1,4,0,0,0,0,1
case_061,rFuzzySemanticGuard0p3,r_fuzzy_semantic_guard (α=0.3),466,62,3,0,0,0,0,0,3,0,0,0,0,0
case_061,specCascOpt0p05,spec_casc_opt (α=0.05),315,16,2,0,0,0,0,0,2,0,0,0,0,0
case_061,specCascTok0p3,spec_casc_tok (α=0.3),378,4,4,0,0,0,1,0,3,0,0,0,0,0
case_061,specCascTokSemanticGuard0p3,spec_casc_tok_semantic_guard (α=0.3),429,7,6,0,0,0,2,0,4,0,0,0,0,0
case_061,strict,strict,393,0,2,0,0,0,1,0,1,0,0,0,0,0
